inventory_id,store_id,product_id,record_date,stock_qty,reorder_level,stock_status,supplier_lead_days
INV010854,STR015,PRD0048,2023-12-19,132,20,In Stock,15
INV010855,STR040,PRD0016,2023-12-16,69,11,In Stock,19
INV010856,STR009,PRD0009,2023-11-17,191,42,In Stock,14
INV010857,STR027,PRD0024,2023-04-09,170,50,In Stock,19
INV010858,STR012,PRD0020,2023-08-17,150,40,In Stock,25
INV010859,STR041,PRD0027,2023-04-05,178,7,In Stock,20
INV010860,STR016,PRD0051,2023-12-29,42,30,In Stock,24
INV010861,STR011,PRD0030,2023-02-20,43,26,In Stock,14
INV010862,STR037,PRD0021,2023-06-28,16,26,Low Stock,12
INV010863,STR009,PRD0026,2023-03-13,55,14,In Stock,18
INV010864,STR043,PRD0041,2023-04-15,61,24,In Stock,22
INV010865,STR022,PRD0042,2023-10-17,3,49,Low Stock,5
INV010866,STR006,PRD0032,2023-06-29,103,34,In Stock,7
INV010867,STR026,PRD0007,2023-08-26,4,40,Low Stock,13
INV010868,STR038,PRD0040,2023-01-22,62,47,In Stock,6
INV010869,STR009,PRD0028,2023-07-06,30,27,In Stock,28
INV010870,STR020,PRD0038,2023-03-09,125,29,In Stock,4
INV010871,STR027,PRD0041,2023-09-01,178,24,In Stock,29
INV010872,STR037,PRD0001,2023-07-04,135,17,In Stock,29
INV010873,STR020,PRD0038,2023-11-08,105,29,In Stock,7
INV010874,STR035,PRD0049,2023-04-27,91,7,In Stock,6
INV010875,STR003,PRD0047,2023-08-19,71,47,In Stock,17
INV010876,STR042,PRD0032,2023-03-11,89,34,In Stock,3
INV010877,STR025,PRD0044,2023-02-27,140,24,In Stock,25
INV010878,STR036,PRD0015,2023-03-07,175,9,In Stock,26
INV010879,STR013,PRD0005,2023-12-21,87,18,In Stock,28
INV010880,STR003,PRD0024,2023-03-20,49,50,Low Stock,4
INV010881,STR022,PRD0034,2023-09-25,111,9,In Stock,18
INV010882,STR024,PRD0026,2023-10-23,91,14,In Stock,7
INV010883,STR014,PRD0059,2023-05-30,41,9,In Stock,30
INV010884,STR024,PRD0027,2023-07-11,107,7,In Stock,22
INV010885,STR049,PRD0039,2023-05-20,34,5,In Stock,10
INV010886,STR002,PRD0012,2023-10-06,186,10,In Stock,3
INV010887,STR030,PRD0059,2023-02-06,19,9,In Stock,12
INV010888,STR035,PRD0026,2023-04-18,21,14,In Stock,12
INV010889,STR033,PRD0002,2023-06-01,30,34,Low Stock,5
INV010890,STR023,PRD0033,2023-06-27,173,19,In Stock,28
INV010891,STR016,PRD0011,2023-03-25,189,12,In Stock,8
INV010892,STR034,PRD0030,2023-01-03,9,26,Low Stock,28
INV010893,STR019,PRD0016,2023-11-18,20,11,In Stock,16
INV010894,STR039,PRD0005,2023-05-02,117,18,In Stock,28
INV010895,STR021,PRD0041,2023-08-23,104,24,In Stock,30
INV010896,STR027,PRD0019,2023-07-14,0,47,Low Stock,6
INV010897,STR038,PRD0028,2023-08-16,147,27,In Stock,27
INV010898,STR043,PRD0001,2023-02-24,73,17,In Stock,16
INV010899,STR049,PRD0005,2023-05-16,191,18,In Stock,15
INV010900,STR018,PRD0040,2023-03-16,127,47,In Stock,5
INV010901,STR039,PRD0028,2023-12-14,143,27,In Stock,19
INV010902,STR042,PRD0002,2023-11-05,141,34,In Stock,24
INV010903,STR042,PRD0013,2023-02-05,28,50,Low Stock,5
INV010904,STR020,PRD0010,2023-03-01,184,16,In Stock,12
INV010905,STR010,PRD0033,2023-07-19,44,19,In Stock,11
INV010906,STR011,PRD0013,2023-02-23,18,50,Low Stock,15
INV010907,STR002,PRD0012,2023-04-06,123,10,In Stock,3
INV010908,STR005,PRD0004,2023-05-31,69,5,In Stock,30
INV010909,STR043,PRD0026,2023-08-13,4,14,Low Stock,30
INV010910,STR044,PRD0038,2023-04-06,77,29,In Stock,15
INV010911,STR013,PRD0028,2023-10-31,26,27,Low Stock,5
INV010912,STR015,PRD0018,2023-12-24,146,39,In Stock,3
INV010913,STR037,PRD0007,2023-03-01,189,40,In Stock,10
INV010914,STR048,PRD0038,2023-01-22,5,29,Low Stock,7
INV010915,STR050,PRD0012,2023-05-04,169,10,In Stock,25
INV010916,STR010,PRD0036,2023-12-04,71,16,In Stock,16
INV010917,STR039,PRD0017,2023-02-19,8,27,Low Stock,19
INV010918,STR013,PRD0049,2023-06-13,21,7,In Stock,5
INV010919,STR044,PRD0003,2023-02-16,156,40,In Stock,28
INV010920,STR007,PRD0025,2023-08-01,19,49,Low Stock,3
INV010921,STR006,PRD0041,2023-11-21,144,24,In Stock,19
INV010922,STR033,PRD0003,2023-01-25,154,40,In Stock,10
INV010923,STR009,PRD0031,2023-01-24,80,11,In Stock,11
INV010924,STR032,PRD0006,2023-04-02,59,29,In Stock,9
INV010925,STR004,PRD0044,2023-02-04,43,24,In Stock,5
INV010926,STR046,PRD0018,2023-06-01,86,39,In Stock,4
INV010927,STR008,PRD0024,2023-02-11,143,50,In Stock,7
INV010928,STR046,PRD0027,2023-08-14,173,7,In Stock,14
INV010929,STR026,PRD0041,2023-11-01,154,24,In Stock,5
INV010930,STR016,PRD0054,2023-09-21,14,12,In Stock,21
INV010931,STR040,PRD0035,2023-08-15,138,39,In Stock,30
INV010932,STR029,PRD0013,2023-05-13,102,50,In Stock,19
INV010933,STR008,PRD0008,2023-06-08,133,8,In Stock,4
INV010934,STR032,PRD0025,2023-03-14,134,49,In Stock,3
INV010935,STR046,PRD0059,2023-07-25,58,9,In Stock,11
INV010936,STR025,PRD0016,2023-09-24,56,11,In Stock,22
INV010937,STR014,PRD0009,2023-09-23,23,42,Low Stock,11
INV010938,STR002,PRD0028,2023-08-22,127,27,In Stock,23
INV010939,STR020,PRD0044,2023-02-13,30,24,In Stock,6
INV010940,STR008,PRD0016,2023-10-17,176,11,In Stock,4
INV010941,STR040,PRD0013,2023-05-16,128,50,In Stock,27
INV010942,STR012,PRD0055,2023-05-10,0,40,Low Stock,26
INV010943,STR007,PRD0036,2023-01-19,161,16,In Stock,9
INV010944,STR005,PRD0014,2023-06-20,17,46,Low Stock,27
INV010945,STR036,PRD0028,2023-12-08,9,27,Low Stock,13
INV010946,STR023,PRD0041,2023-10-09,50,24,In Stock,29
INV010947,STR022,PRD0055,2023-02-07,167,40,In Stock,27
INV010948,STR021,PRD0002,2023-01-17,62,34,In Stock,23
INV010949,STR026,PRD0043,2023-09-12,191,29,In Stock,21
INV010950,STR030,PRD0012,2023-07-28,9,10,Low Stock,22
INV010951,STR050,PRD0018,2023-12-27,194,39,In Stock,6
INV010952,STR019,PRD0048,2023-01-05,11,20,Low Stock,16
INV010953,STR031,PRD0047,2023-02-28,4,47,Low Stock,19
INV010954,STR021,PRD0052,2023-10-11,94,11,In Stock,3
INV010955,STR018,PRD0011,2023-01-30,126,12,In Stock,20
INV010956,STR046,PRD0045,2023-06-30,195,46,In Stock,28
INV010957,STR018,PRD0037,2023-02-17,172,27,In Stock,26
INV010958,STR029,PRD0020,2023-01-27,49,40,In Stock,7
INV010959,STR020,PRD0049,2023-08-16,106,7,In Stock,19
INV010960,STR050,PRD0006,2023-02-07,27,29,Low Stock,15
INV010961,STR045,PRD0036,2023-01-07,143,16,In Stock,25
INV010962,STR004,PRD0055,2023-01-19,154,40,In Stock,28
INV010963,STR015,PRD0060,2023-09-26,120,39,In Stock,7
INV010964,STR005,PRD0015,2023-11-19,63,9,In Stock,24
INV010965,STR005,PRD0001,2023-01-04,146,17,In Stock,13
INV010966,STR010,PRD0010,2023-06-13,150,16,In Stock,17
INV010967,STR036,PRD0005,2023-08-09,84,18,In Stock,23
INV010968,STR020,PRD0048,2023-04-03,28,20,In Stock,8
INV010969,STR001,PRD0028,2023-09-15,188,27,In Stock,13
INV010970,STR021,PRD0006,2023-02-04,7,29,Low Stock,20
INV010971,STR029,PRD0040,2023-05-11,173,47,In Stock,17
INV010972,STR045,PRD0041,2023-05-22,2,24,Low Stock,22
INV010973,STR006,PRD0055,2023-09-14,113,40,In Stock,17
INV010974,STR027,PRD0052,2023-12-01,83,11,In Stock,20
INV010975,STR029,PRD0007,2023-12-26,120,40,In Stock,10
INV010976,STR022,PRD0047,2023-06-24,148,47,In Stock,30
INV010977,STR028,PRD0032,2023-01-25,96,34,In Stock,18
INV010978,STR034,PRD0004,2023-01-25,147,5,In Stock,30
INV010979,STR048,PRD0020,2023-12-10,9,40,Low Stock,6
INV010980,STR042,PRD0025,2023-06-06,126,49,In Stock,11
INV010981,STR020,PRD0058,2023-06-19,72,45,In Stock,21
INV010982,STR043,PRD0016,2023-12-30,140,11,In Stock,21
INV010983,STR006,PRD0046,2023-11-14,196,37,In Stock,22
INV010984,STR016,PRD0050,2023-06-01,182,34,In Stock,22
INV010985,STR043,PRD0010,2023-06-23,97,16,In Stock,6
INV010986,STR021,PRD0016,2023-02-06,195,11,In Stock,16
INV010987,STR038,PRD0032,2023-02-11,100,34,In Stock,19
INV010988,STR008,PRD0033,2023-04-27,146,19,In Stock,30
INV010989,STR041,PRD0005,2023-10-12,188,18,In Stock,5
INV010990,STR039,PRD0054,2023-12-11,88,12,In Stock,21
INV010991,STR023,PRD0059,2023-05-18,133,9,In Stock,10
INV010992,STR015,PRD0014,2023-03-12,36,46,Low Stock,20
INV010993,STR004,PRD0028,2023-07-11,9,27,Low Stock,25
INV010994,STR003,PRD0002,2023-06-28,191,34,In Stock,21
INV010995,STR022,PRD0023,2023-08-28,123,26,In Stock,24
INV010996,STR005,PRD0022,2023-10-19,34,8,In Stock,7
INV010997,STR026,PRD0041,2023-08-01,181,24,In Stock,20
INV010998,STR019,PRD0002,2023-07-29,98,34,In Stock,24
INV010999,STR047,PRD0012,2023-04-17,152,10,In Stock,24
INV011000,STR011,PRD0048,2023-07-07,158,20,In Stock,12
INV011001,STR014,PRD0007,2023-09-20,147,40,In Stock,11
INV011002,STR003,PRD0035,2023-10-17,75,39,In Stock,28
INV011003,STR036,PRD0028,2023-08-09,156,27,In Stock,16
INV011004,STR010,PRD0039,2023-08-08,90,5,In Stock,6
INV011005,STR022,PRD0005,2023-01-21,133,18,In Stock,11
INV011006,STR019,PRD0052,2023-09-01,100,11,In Stock,12
INV011007,STR050,PRD0013,2023-08-06,64,50,In Stock,26
INV011008,STR022,PRD0018,2023-05-14,109,39,In Stock,25
INV011009,STR014,PRD0053,2023-05-11,23,38,Low Stock,16
INV011010,STR031,PRD0053,2023-10-06,76,38,In Stock,22
INV011011,STR050,PRD0033,2023-04-15,172,19,In Stock,29
INV011012,STR047,PRD0006,2023-04-25,62,29,In Stock,17
INV011013,STR018,PRD0055,2023-12-31,5,40,Low Stock,26
INV011014,STR049,PRD0053,2023-05-29,44,38,In Stock,20
INV011015,STR005,PRD0044,2023-03-10,127,24,In Stock,10
INV011016,STR008,PRD0038,2023-01-19,118,29,In Stock,5
INV011017,STR009,PRD0021,2023-05-17,56,26,In Stock,20
INV011018,STR032,PRD0044,2023-02-25,166,24,In Stock,9
INV011019,STR046,PRD0027,2023-04-24,37,7,In Stock,10
INV011020,STR010,PRD0051,2023-03-01,154,30,In Stock,21
INV011021,STR019,PRD0028,2023-05-29,57,27,In Stock,30
INV011022,STR039,PRD0034,2023-10-13,25,9,In Stock,7
INV011023,STR046,PRD0017,2023-03-18,18,27,Low Stock,18
INV011024,STR043,PRD0004,2023-06-19,197,5,In Stock,28
INV011025,STR001,PRD0008,2023-07-16,59,8,In Stock,29
INV011026,STR022,PRD0052,2023-09-21,71,11,In Stock,22
INV011027,STR020,PRD0030,2023-09-28,22,26,Low Stock,22
INV011028,STR035,PRD0016,2023-04-20,172,11,In Stock,24
INV011029,STR024,PRD0018,2023-03-08,136,39,In Stock,21
INV011030,STR046,PRD0007,2023-02-17,69,40,In Stock,11
INV011031,STR028,PRD0010,2023-01-01,0,16,Low Stock,12
INV011032,STR031,PRD0021,2023-05-23,175,26,In Stock,13
INV011033,STR046,PRD0015,2023-07-17,86,9,In Stock,3
INV011034,STR023,PRD0034,2023-01-04,179,9,In Stock,18
INV011035,STR027,PRD0047,2023-11-25,148,47,In Stock,30
INV011036,STR039,PRD0017,2023-01-17,159,27,In Stock,25
INV011037,STR004,PRD0058,2023-02-19,194,45,In Stock,13
INV011038,STR018,PRD0032,2023-11-27,58,34,In Stock,7
INV011039,STR050,PRD0057,2023-11-28,48,15,In Stock,20
INV011040,STR019,PRD0003,2023-05-15,111,40,In Stock,16
INV011041,STR032,PRD0045,2023-06-13,187,46,In Stock,28
INV011042,STR044,PRD0031,2023-09-26,169,11,In Stock,4
INV011043,STR023,PRD0018,2023-07-05,7,39,Low Stock,28
INV011044,STR049,PRD0036,2023-12-06,198,16,In Stock,6
INV011045,STR034,PRD0012,2023-12-09,130,10,In Stock,13
INV011046,STR035,PRD0014,2023-11-30,154,46,In Stock,14
INV011047,STR015,PRD0045,2023-05-11,166,46,In Stock,30
INV011048,STR021,PRD0030,2023-05-03,26,26,Low Stock,16
INV011049,STR028,PRD0031,2023-02-22,79,11,In Stock,19
INV011050,STR005,PRD0055,2023-10-06,34,40,Low Stock,21
INV011051,STR012,PRD0034,2023-10-13,35,9,In Stock,19
INV011052,STR009,PRD0028,2023-06-12,186,27,In Stock,30
INV011053,STR011,PRD0060,2023-01-16,89,39,In Stock,21
INV011054,STR029,PRD0059,2023-02-25,179,9,In Stock,7
INV011055,STR009,PRD0024,2023-03-01,65,50,In Stock,25
INV011056,STR033,PRD0017,2023-05-25,80,27,In Stock,16
INV011057,STR013,PRD0023,2023-08-05,52,26,In Stock,21
INV011058,STR040,PRD0022,2023-11-29,175,8,In Stock,4
INV011059,STR023,PRD0025,2023-05-06,16,49,Low Stock,28
INV011060,STR027,PRD0051,2023-02-28,140,30,In Stock,8
INV011061,STR010,PRD0038,2023-10-01,77,29,In Stock,18
INV011062,STR039,PRD0034,2023-01-01,100,9,In Stock,23
INV011063,STR007,PRD0044,2023-04-26,140,24,In Stock,26
INV011064,STR029,PRD0050,2023-08-25,4,34,Low Stock,16
INV011065,STR004,PRD0013,2023-05-20,44,50,Low Stock,27
INV011066,STR037,PRD0018,2023-12-10,7,39,Low Stock,30
INV011067,STR003,PRD0033,2023-03-09,59,19,In Stock,27
INV011068,STR013,PRD0028,2023-04-29,199,27,In Stock,21
INV011069,STR033,PRD0049,2023-08-17,21,7,In Stock,20
INV011070,STR002,PRD0040,2023-07-05,189,47,In Stock,29
INV011071,STR033,PRD0027,2023-09-18,113,7,In Stock,20
INV011072,STR046,PRD0020,2023-10-30,118,40,In Stock,26
INV011073,STR034,PRD0051,2023-02-07,71,30,In Stock,25
INV011074,STR033,PRD0038,2023-09-16,153,29,In Stock,29
INV011075,STR045,PRD0051,2023-08-13,96,30,In Stock,12
INV011076,STR028,PRD0011,2023-09-09,80,12,In Stock,20
INV011077,STR023,PRD0053,2023-02-16,156,38,In Stock,26
INV011078,STR013,PRD0058,2023-11-29,104,45,In Stock,15
INV011079,STR009,PRD0037,2023-07-20,89,27,In Stock,30
INV011080,STR014,PRD0057,2023-11-04,34,15,In Stock,5
INV011081,STR008,PRD0030,2023-05-06,139,26,In Stock,27
INV011082,STR049,PRD0039,2023-01-31,109,5,In Stock,4
INV011083,STR019,PRD0043,2023-10-08,110,29,In Stock,14
INV011084,STR015,PRD0023,2023-04-10,151,26,In Stock,9
INV011085,STR030,PRD0060,2023-01-12,112,39,In Stock,18
INV011086,STR027,PRD0052,2023-09-25,92,11,In Stock,23
INV011087,STR035,PRD0013,2023-02-06,148,50,In Stock,23
INV011088,STR040,PRD0036,2023-05-15,164,16,In Stock,4
INV011089,STR044,PRD0018,2023-08-18,174,39,In Stock,23
INV011090,STR045,PRD0031,2023-09-26,113,11,In Stock,15
INV011091,STR016,PRD0004,2023-08-28,197,5,In Stock,13
INV011092,STR029,PRD0016,2023-02-22,57,11,In Stock,14
INV011093,STR036,PRD0047,2023-12-30,80,47,In Stock,29
INV011094,STR038,PRD0004,2023-03-26,53,5,In Stock,6
INV011095,STR020,PRD0052,2023-08-09,178,11,In Stock,15
INV011096,STR027,PRD0020,2023-05-18,117,40,In Stock,6
INV011097,STR013,PRD0019,2023-06-12,176,47,In Stock,27
INV011098,STR037,PRD0041,2023-04-19,132,24,In Stock,24
INV011099,STR001,PRD0041,2023-03-15,151,24,In Stock,3
INV011100,STR009,PRD0004,2023-10-08,19,5,In Stock,5
INV011101,STR006,PRD0038,2023-05-12,149,29,In Stock,13
INV011102,STR044,PRD0008,2023-04-06,197,8,In Stock,12
INV011103,STR050,PRD0024,2023-03-20,182,50,In Stock,22
INV011104,STR017,PRD0016,2023-08-17,97,11,In Stock,28
INV011105,STR015,PRD0013,2023-09-03,157,50,In Stock,25
INV011106,STR001,PRD0004,2023-05-06,184,5,In Stock,17
INV011107,STR029,PRD0004,2023-03-25,112,5,In Stock,22
INV011108,STR019,PRD0059,2023-09-07,4,9,Low Stock,11
INV011109,STR035,PRD0008,2023-01-31,127,8,In Stock,8
INV011110,STR008,PRD0057,2023-06-15,9,15,Low Stock,12
INV011111,STR023,PRD0027,2023-03-24,127,7,In Stock,10
INV011112,STR028,PRD0032,2023-12-23,28,34,Low Stock,7
INV011113,STR040,PRD0047,2023-09-09,183,47,In Stock,14
INV011114,STR026,PRD0058,2023-09-21,78,45,In Stock,10
INV011115,STR010,PRD0054,2023-06-02,95,12,In Stock,18
INV011116,STR010,PRD0034,2023-12-09,37,9,In Stock,23
INV011117,STR027,PRD0002,2023-01-24,172,34,In Stock,18
INV011118,STR018,PRD0003,2023-06-07,80,40,In Stock,17
INV011119,STR003,PRD0027,2023-04-23,90,7,In Stock,4
INV011120,STR028,PRD0020,2023-08-20,13,40,Low Stock,20
INV011121,STR015,PRD0052,2023-02-09,37,11,In Stock,11
INV011122,STR026,PRD0004,2023-07-31,4,5,Low Stock,24
INV011123,STR031,PRD0013,2023-08-15,122,50,In Stock,25
INV011124,STR014,PRD0060,2023-06-22,130,39,In Stock,4
INV011125,STR027,PRD0048,2023-11-02,153,20,In Stock,25
INV011126,STR034,PRD0056,2023-11-22,111,44,In Stock,6
INV011127,STR050,PRD0005,2023-08-11,9,18,Low Stock,23
INV011128,STR017,PRD0006,2023-08-19,13,29,Low Stock,26
INV011129,STR013,PRD0002,2023-06-16,172,34,In Stock,8
INV011130,STR001,PRD0019,2023-02-28,144,47,In Stock,3
INV011131,STR021,PRD0004,2023-11-23,121,5,In Stock,6
INV011132,STR026,PRD0021,2023-02-26,136,26,In Stock,10
INV011133,STR020,PRD0040,2023-04-21,145,47,In Stock,22
INV011134,STR050,PRD0049,2023-04-21,76,7,In Stock,19
INV011135,STR003,PRD0034,2023-07-22,13,9,In Stock,28
INV011136,STR014,PRD0048,2023-07-09,84,20,In Stock,5
INV011137,STR046,PRD0028,2023-10-15,169,27,In Stock,20
INV011138,STR032,PRD0027,2023-11-10,96,7,In Stock,10
INV011139,STR030,PRD0014,2023-02-20,190,46,In Stock,30
INV011140,STR040,PRD0013,2023-04-20,49,50,Low Stock,16
INV011141,STR050,PRD0017,2023-02-03,125,27,In Stock,3
INV011142,STR016,PRD0011,2023-05-17,155,12,In Stock,7
INV011143,STR046,PRD0027,2023-08-11,180,7,In Stock,21
INV011144,STR021,PRD0057,2023-12-27,3,15,Low Stock,26
INV011145,STR046,PRD0014,2023-08-05,23,46,Low Stock,10
INV011146,STR007,PRD0040,2023-12-18,34,47,Low Stock,4
INV011147,STR023,PRD0030,2023-02-03,96,26,In Stock,27
INV011148,STR026,PRD0042,2023-09-07,92,49,In Stock,16
INV011149,STR006,PRD0057,2023-03-06,161,15,In Stock,28
INV011150,STR037,PRD0013,2023-07-12,153,50,In Stock,17
INV011151,STR023,PRD0048,2023-10-06,164,20,In Stock,8
INV011152,STR049,PRD0054,2023-10-01,136,12,In Stock,14
INV011153,STR022,PRD0006,2023-06-04,63,29,In Stock,13
INV011154,STR040,PRD0045,2023-07-16,36,46,Low Stock,28
INV011155,STR032,PRD0047,2023-11-21,11,47,Low Stock,20
INV011156,STR011,PRD0050,2023-12-03,2,34,Low Stock,5
INV011157,STR045,PRD0044,2023-08-13,12,24,Low Stock,20
INV011158,STR013,PRD0010,2023-07-21,33,16,In Stock,12
INV011159,STR010,PRD0013,2023-09-22,155,50,In Stock,20
INV011160,STR029,PRD0028,2023-04-16,43,27,In Stock,6
INV011161,STR012,PRD0044,2023-07-18,79,24,In Stock,15
INV011162,STR017,PRD0040,2023-04-22,191,47,In Stock,14
INV011163,STR026,PRD0016,2023-08-22,112,11,In Stock,14
INV011164,STR044,PRD0016,2023-04-20,71,11,In Stock,16
INV011165,STR042,PRD0022,2023-07-02,16,8,In Stock,30
INV011166,STR026,PRD0052,2023-12-30,178,11,In Stock,21
INV011167,STR026,PRD0038,2023-08-22,31,29,In Stock,18
INV011168,STR048,PRD0016,2023-12-07,140,11,In Stock,3
INV011169,STR021,PRD0049,2023-03-28,172,7,In Stock,15
INV011170,STR008,PRD0010,2023-11-09,110,16,In Stock,27
INV011171,STR005,PRD0005,2023-02-20,60,18,In Stock,9
INV011172,STR008,PRD0046,2023-01-23,28,37,Low Stock,13
INV011173,STR049,PRD0043,2023-12-21,107,29,In Stock,15
INV011174,STR034,PRD0029,2023-06-12,167,20,In Stock,21
INV011175,STR009,PRD0023,2023-02-23,158,26,In Stock,9
INV011176,STR026,PRD0031,2023-07-22,177,11,In Stock,20
INV011177,STR035,PRD0006,2023-07-09,179,29,In Stock,6
INV011178,STR006,PRD0020,2023-04-30,99,40,In Stock,15
INV011179,STR018,PRD0018,2023-08-17,128,39,In Stock,22
INV011180,STR002,PRD0006,2023-05-23,121,29,In Stock,3
INV011181,STR028,PRD0052,2023-01-09,3,11,Low Stock,14
INV011182,STR003,PRD0032,2023-05-01,45,34,In Stock,13
INV011183,STR021,PRD0013,2023-08-20,41,50,Low Stock,19
INV011184,STR017,PRD0053,2023-01-16,165,38,In Stock,7
INV011185,STR005,PRD0040,2023-09-22,22,47,Low Stock,21
INV011186,STR040,PRD0012,2023-12-26,1,10,Low Stock,30
INV011187,STR023,PRD0013,2023-01-01,144,50,In Stock,12
INV011188,STR049,PRD0044,2023-04-13,137,24,In Stock,8
INV011189,STR006,PRD0002,2023-02-25,59,34,In Stock,5
INV011190,STR045,PRD0040,2023-11-02,171,47,In Stock,6
INV011191,STR010,PRD0005,2023-04-18,175,18,In Stock,14
INV011192,STR024,PRD0029,2023-03-12,143,20,In Stock,23
INV011193,STR037,PRD0046,2023-05-27,122,37,In Stock,7
INV011194,STR005,PRD0009,2023-06-02,129,42,In Stock,7
INV011195,STR043,PRD0043,2023-11-15,152,29,In Stock,22
INV011196,STR043,PRD0041,2023-11-02,69,24,In Stock,21
INV011197,STR030,PRD0013,2023-06-06,64,50,In Stock,27
INV011198,STR009,PRD0006,2023-01-08,165,29,In Stock,7
INV011199,STR035,PRD0052,2023-12-14,188,11,In Stock,25
INV011200,STR006,PRD0026,2023-12-06,164,14,In Stock,24
INV011201,STR050,PRD0044,2023-05-10,199,24,In Stock,24
INV011202,STR021,PRD0041,2023-09-18,131,24,In Stock,15
INV011203,STR043,PRD0029,2023-12-17,55,20,In Stock,26
INV011204,STR012,PRD0041,2023-12-11,163,24,In Stock,7
INV011205,STR047,PRD0059,2023-11-02,60,9,In Stock,28
INV011206,STR037,PRD0055,2023-06-23,100,40,In Stock,26
INV011207,STR027,PRD0025,2023-01-17,84,49,In Stock,12
INV011208,STR012,PRD0053,2023-08-30,109,38,In Stock,11
INV011209,STR029,PRD0013,2023-11-01,175,50,In Stock,24
INV011210,STR001,PRD0040,2023-05-14,116,47,In Stock,10
INV011211,STR011,PRD0035,2023-11-28,116,39,In Stock,29
INV011212,STR040,PRD0004,2023-12-10,189,5,In Stock,26
INV011213,STR031,PRD0051,2023-02-04,81,30,In Stock,4
INV011214,STR020,PRD0001,2023-12-03,112,17,In Stock,17
INV011215,STR028,PRD0038,2023-11-02,190,29,In Stock,10
INV011216,STR001,PRD0033,2023-10-29,39,19,In Stock,18
INV011217,STR005,PRD0021,2023-10-08,81,26,In Stock,10
INV011218,STR001,PRD0004,2023-11-15,32,5,In Stock,13
INV011219,STR044,PRD0039,2023-03-01,43,5,In Stock,11
INV011220,STR002,PRD0003,2023-12-07,161,40,In Stock,3
INV011221,STR039,PRD0055,2023-07-08,87,40,In Stock,19
INV011222,STR046,PRD0011,2023-02-02,103,12,In Stock,3
INV011223,STR022,PRD0051,2023-01-07,165,30,In Stock,27
INV011224,STR001,PRD0047,2023-06-10,113,47,In Stock,12
INV011225,STR001,PRD0047,2023-02-15,148,47,In Stock,23
INV011226,STR038,PRD0029,2023-07-11,134,20,In Stock,16
INV011227,STR032,PRD0028,2023-08-03,137,27,In Stock,21
INV011228,STR018,PRD0030,2023-06-09,3,26,Low Stock,22
INV011229,STR013,PRD0043,2023-05-25,67,29,In Stock,14
INV011230,STR036,PRD0025,2023-09-13,9,49,Low Stock,30
INV011231,STR048,PRD0032,2023-01-16,30,34,Low Stock,3
INV011232,STR035,PRD0028,2023-07-08,129,27,In Stock,10
INV011233,STR027,PRD0048,2023-12-28,150,20,In Stock,5
INV011234,STR004,PRD0046,2023-09-27,123,37,In Stock,14
INV011235,STR029,PRD0044,2023-07-01,118,24,In Stock,7
INV011236,STR024,PRD0035,2023-02-06,61,39,In Stock,26
INV011237,STR049,PRD0027,2023-02-21,37,7,In Stock,20
INV011238,STR007,PRD0046,2023-12-12,3,37,Low Stock,16
INV011239,STR024,PRD0008,2023-05-03,16,8,In Stock,14
INV011240,STR020,PRD0007,2023-09-07,131,40,In Stock,25
INV011241,STR009,PRD0050,2023-03-17,62,34,In Stock,19
INV011242,STR040,PRD0029,2023-12-20,9,20,Low Stock,23
INV011243,STR047,PRD0023,2023-04-22,168,26,In Stock,6
INV011244,STR023,PRD0055,2023-10-01,84,40,In Stock,15
INV011245,STR032,PRD0002,2023-09-03,28,34,Low Stock,25
INV011246,STR041,PRD0052,2023-03-21,93,11,In Stock,18
INV011247,STR033,PRD0001,2023-05-20,28,17,In Stock,7
INV011248,STR032,PRD0029,2023-03-30,31,20,In Stock,12
INV011249,STR028,PRD0025,2023-10-12,31,49,Low Stock,25
INV011250,STR044,PRD0055,2023-03-08,177,40,In Stock,23
INV011251,STR008,PRD0053,2023-08-04,37,38,Low Stock,9
INV011252,STR028,PRD0007,2023-06-11,17,40,Low Stock,26
INV011253,STR044,PRD0023,2023-08-22,198,26,In Stock,19
INV011254,STR018,PRD0039,2023-09-19,109,5,In Stock,14
INV011255,STR038,PRD0023,2023-10-25,56,26,In Stock,12
INV011256,STR042,PRD0044,2023-04-09,87,24,In Stock,4
INV011257,STR050,PRD0024,2023-04-07,72,50,In Stock,13
INV011258,STR018,PRD0057,2023-05-10,122,15,In Stock,21
INV011259,STR008,PRD0033,2023-02-01,147,19,In Stock,3
INV011260,STR024,PRD0048,2023-04-24,19,20,Low Stock,8
INV011261,STR005,PRD0014,2023-10-22,149,46,In Stock,29
INV011262,STR034,PRD0046,2023-11-06,100,37,In Stock,14
INV011263,STR031,PRD0004,2023-03-11,181,5,In Stock,15
INV011264,STR022,PRD0050,2023-04-03,153,34,In Stock,19
INV011265,STR045,PRD0056,2023-10-23,21,44,Low Stock,8
INV011266,STR017,PRD0015,2023-01-28,172,9,In Stock,22
INV011267,STR008,PRD0034,2023-04-06,48,9,In Stock,16
INV011268,STR039,PRD0036,2023-07-25,64,16,In Stock,25
INV011269,STR035,PRD0055,2023-05-21,192,40,In Stock,11
INV011270,STR024,PRD0044,2023-03-01,119,24,In Stock,16
INV011271,STR035,PRD0060,2023-04-22,175,39,In Stock,17
INV011272,STR017,PRD0059,2023-06-24,15,9,In Stock,22
INV011273,STR033,PRD0015,2023-06-28,85,9,In Stock,13
