return_id,order_id,return_date,reason,status,refund_amount,resolution_type
RET02302,ORD027500,2023-07-31,Late delivery,Approved,1435.8,Exchange
RET02303,ORD029076,2022-06-24,Wrong item delivered,Pending,5722.71,Store Credit
RET02304,ORD004715,2023-12-19,Better price elsewhere,Rejected,35836.69,Exchange
RET02305,ORD049706,2023-01-06,Defective product,Approved,1571.85,Exchange
RET02306,ORD048168,2023-09-25,Better price elsewhere,Pending,2386.66,Store Credit
RET02307,ORD015651,2022-12-01,Size not fitting,Approved,15225.92,Exchange
RET02308,ORD030324,2023-07-31,Changed mind,Approved,4001.3,Refund
RET02309,ORD047936,2023-09-15,Late delivery,Pending,182458.85,Refund
RET02310,ORD015523,2022-05-11,Defective product,Pending,4206.39,Store Credit
RET02311,ORD021746,2024-01-03,Damaged packaging,Approved,6055.39,Store Credit
RET02312,ORD039877,2022-08-20,Changed mind,Approved,4614.52,Store Credit
RET02313,ORD010754,2022-09-14,Better price elsewhere,Pending,204467.08,Refund
RET02314,ORD047655,2023-12-05,Damaged packaging,Approved,1138.12,Exchange
RET02315,ORD021390,2023-04-15,Wrong item delivered,Rejected,10327.09,Store Credit
RET02316,ORD019737,2022-09-14,Better price elsewhere,Pending,13814.89,Exchange
RET02317,ORD038389,2022-05-12,Changed mind,Pending,25649.76,Store Credit
RET02318,ORD021559,2022-07-16,Better price elsewhere,Approved,5125.84,Exchange
RET02319,ORD034621,2023-05-26,Damaged packaging,Rejected,5665.42,Store Credit
RET02320,ORD005466,2022-03-15,Size not fitting,Approved,224384.48,Store Credit
RET02321,ORD008455,2023-07-07,Better price elsewhere,Pending,13101.54,Store Credit
RET02322,ORD033072,2023-12-16,Changed mind,Rejected,40894.7,Store Credit
RET02323,ORD041878,2022-09-07,Changed mind,Rejected,194003.15,Refund
RET02324,ORD026386,2022-12-18,Damaged packaging,Approved,4719.17,Store Credit
RET02325,ORD003646,2022-03-19,Changed mind,Approved,796.45,Refund
RET02326,ORD026134,2023-09-09,Size not fitting,Approved,207221.22,Exchange
RET02327,ORD046841,2022-09-29,Damaged packaging,Rejected,485.41,Store Credit
RET02328,ORD015262,2022-08-24,Wrong item delivered,Pending,4477.15,Refund
RET02329,ORD039247,2022-05-16,Size not fitting,Approved,162928.52,Store Credit
RET02330,ORD025963,2022-09-06,Late delivery,Rejected,6415.11,Exchange
RET02331,ORD024625,2023-12-11,Wrong item delivered,Pending,11712.78,Refund
RET02332,ORD048424,2023-07-01,Size not fitting,Approved,16804.42,Store Credit
RET02333,ORD003808,2022-04-27,Better price elsewhere,Approved,3819.88,Store Credit
RET02334,ORD027153,2022-12-07,Better price elsewhere,Rejected,289.95,Refund
RET02335,ORD009517,2023-10-19,Changed mind,Rejected,14247.31,Exchange
RET02336,ORD022989,2022-12-19,Late delivery,Pending,7681.35,Store Credit
RET02337,ORD007338,2022-05-16,Defective product,Approved,48208.38,Store Credit
RET02338,ORD039419,2022-01-24,Damaged packaging,Approved,1523.27,Store Credit
RET02339,ORD011907,2022-08-14,Size not fitting,Rejected,7960.88,Refund
RET02340,ORD026488,2022-01-25,Wrong item delivered,Rejected,114508.85,Refund
RET02341,ORD008981,2023-06-27,Better price elsewhere,Rejected,14534.04,Refund
RET02342,ORD006661,2023-12-06,Wrong item delivered,Approved,11136.23,Store Credit
RET02343,ORD012820,2023-05-27,Late delivery,Approved,56.27,Store Credit
RET02344,ORD011032,2022-11-01,Defective product,Rejected,12734.8,Store Credit
RET02345,ORD011024,2023-11-13,Size not fitting,Rejected,17839.94,Exchange
RET02346,ORD048833,2022-12-02,Damaged packaging,Rejected,573.75,Store Credit
RET02347,ORD015032,2023-08-12,Wrong item delivered,Approved,305.56,Exchange
RET02348,ORD048897,2023-08-28,Defective product,Approved,609.55,Refund
RET02349,ORD046595,2022-12-29,Defective product,Pending,53551.47,Refund
RET02350,ORD049248,2023-01-19,Wrong item delivered,Rejected,7538.73,Exchange
RET02351,ORD002640,2022-08-04,Late delivery,Approved,657.45,Exchange
RET02352,ORD007818,2022-01-22,Better price elsewhere,Pending,2846.57,Store Credit
RET02353,ORD035230,2022-02-24,Better price elsewhere,Pending,13352.35,Exchange
RET02354,ORD030882,2023-08-02,Wrong item delivered,Pending,19077.9,Store Credit
RET02355,ORD038765,2022-09-07,Better price elsewhere,Approved,3309.07,Store Credit
RET02356,ORD020250,2023-12-02,Defective product,Pending,5930.89,Refund
RET02357,ORD046932,2022-07-05,Changed mind,Approved,4249.55,Store Credit
RET02358,ORD044571,2022-02-10,Defective product,Pending,7846.53,Refund
RET02359,ORD008652,2022-10-12,Changed mind,Approved,27080.28,Store Credit
RET02360,ORD046381,2024-01-10,Defective product,Rejected,4688.13,Exchange
RET02361,ORD000332,2023-10-15,Wrong item delivered,Approved,27609.0,Exchange
RET02362,ORD025068,2022-12-09,Defective product,Rejected,333.05,Exchange
RET02363,ORD045727,2022-04-23,Wrong item delivered,Approved,18806.49,Store Credit
RET02364,ORD036488,2023-04-25,Changed mind,Rejected,29519.47,Store Credit
RET02365,ORD000806,2023-06-03,Damaged packaging,Approved,6474.43,Store Credit
RET02366,ORD030656,2022-06-28,Wrong item delivered,Approved,138597.73,Store Credit
RET02367,ORD032903,2022-11-18,Defective product,Pending,149445.96,Refund
RET02368,ORD006971,2022-09-21,Size not fitting,Approved,529.46,Refund
RET02369,ORD010784,2023-07-13,Changed mind,Approved,8685.07,Refund
RET02370,ORD014779,2022-06-09,Better price elsewhere,Pending,3763.6,Store Credit
RET02371,ORD030290,2022-05-30,Better price elsewhere,Approved,54342.06,Refund
RET02372,ORD009485,2022-08-02,Damaged packaging,Approved,1728.5,Refund
RET02373,ORD020666,2023-04-12,Changed mind,Approved,4300.98,Refund
RET02374,ORD037689,2022-01-23,Damaged packaging,Rejected,15314.95,Store Credit
RET02375,ORD030244,2023-01-08,Late delivery,Approved,263.45,Store Credit
RET02376,ORD006562,2022-07-16,Changed mind,Pending,9385.85,Exchange
RET02377,ORD012269,2023-05-31,Changed mind,Approved,1245.18,Store Credit
RET02378,ORD018069,2022-04-07,Size not fitting,Rejected,251269.68,Refund
RET02379,ORD049387,2022-07-18,Defective product,Approved,6413.48,Refund
RET02380,ORD033530,2022-06-24,Size not fitting,Pending,26934.69,Exchange
RET02381,ORD036998,2023-11-07,Damaged packaging,Rejected,17473.34,Exchange
RET02382,ORD017332,2022-10-11,Wrong item delivered,Pending,14653.14,Refund
RET02383,ORD032555,2023-07-25,Wrong item delivered,Pending,2823.08,Refund
RET02384,ORD035266,2022-07-27,Changed mind,Rejected,9557.47,Refund
RET02385,ORD032018,2023-06-25,Changed mind,Approved,1505.16,Store Credit
RET02386,ORD003659,2023-04-18,Changed mind,Pending,11209.19,Refund
RET02387,ORD020452,2022-01-17,Size not fitting,Pending,9913.71,Refund
RET02388,ORD006199,2023-04-21,Defective product,Pending,11208.17,Exchange
RET02389,ORD016487,2023-03-02,Size not fitting,Pending,22054.27,Exchange
RET02390,ORD037731,2022-12-02,Late delivery,Rejected,5142.46,Store Credit
RET02391,ORD046597,2022-06-14,Damaged packaging,Approved,4548.12,Store Credit
RET02392,ORD039455,2022-07-06,Size not fitting,Pending,11119.26,Store Credit
RET02393,ORD012238,2024-01-15,Late delivery,Approved,885.59,Refund
RET02394,ORD013006,2022-11-07,Better price elsewhere,Pending,789.34,Refund
RET02395,ORD029457,2023-01-13,Defective product,Approved,8537.98,Refund
RET02396,ORD017860,2023-10-29,Wrong item delivered,Rejected,19385.6,Exchange
RET02397,ORD043035,2022-02-12,Late delivery,Rejected,2492.32,Store Credit
RET02398,ORD034878,2022-06-10,Defective product,Approved,55525.3,Refund
RET02399,ORD005719,2023-12-01,Late delivery,Rejected,9868.52,Exchange
RET02400,ORD004523,2023-12-30,Late delivery,Approved,3173.34,Exchange
RET02401,ORD004400,2022-03-28,Late delivery,Approved,8891.26,Exchange
RET02402,ORD026083,2022-07-02,Wrong item delivered,Approved,11648.99,Refund
RET02403,ORD010189,2023-04-24,Size not fitting,Approved,3955.61,Refund
RET02404,ORD012410,2022-09-19,Wrong item delivered,Rejected,15962.6,Exchange
RET02405,ORD024893,2022-04-18,Late delivery,Approved,16715.01,Exchange
RET02406,ORD033034,2023-05-24,Wrong item delivered,Pending,9102.74,Refund
RET02407,ORD006352,2023-07-09,Better price elsewhere,Approved,3705.3,Refund
RET02408,ORD003609,2023-11-06,Changed mind,Rejected,8269.64,Refund
RET02409,ORD045071,2023-11-12,Changed mind,Pending,14434.32,Refund
RET02410,ORD024350,2022-09-30,Defective product,Pending,9776.5,Store Credit
RET02411,ORD031360,2022-03-15,Damaged packaging,Pending,262.46,Store Credit
RET02412,ORD020941,2022-08-23,Better price elsewhere,Approved,8327.77,Store Credit
RET02413,ORD040779,2023-03-22,Damaged packaging,Approved,1893.49,Refund
RET02414,ORD047340,2023-07-31,Size not fitting,Pending,11659.43,Store Credit
RET02415,ORD000116,2023-05-24,Better price elsewhere,Approved,80761.23,Exchange
RET02416,ORD034147,2022-08-03,Late delivery,Rejected,5404.95,Exchange
RET02417,ORD003723,2022-07-02,Damaged packaging,Pending,7123.07,Store Credit
RET02418,ORD002479,2023-10-03,Defective product,Approved,3689.44,Store Credit
RET02419,ORD012876,2022-07-10,Defective product,Approved,8300.33,Exchange
RET02420,ORD001343,2022-11-20,Size not fitting,Rejected,22235.93,Store Credit
RET02421,ORD024754,2023-04-18,Size not fitting,Pending,22894.84,Store Credit
RET02422,ORD002985,2022-06-18,Better price elsewhere,Approved,7476.41,Refund
RET02423,ORD040818,2022-11-30,Defective product,Pending,33056.14,Refund
RET02424,ORD000607,2023-03-26,Changed mind,Rejected,3452.5,Refund
RET02425,ORD011059,2023-10-26,Better price elsewhere,Rejected,193921.16,Store Credit
RET02426,ORD036694,2023-07-19,Damaged packaging,Pending,1819.53,Refund
RET02427,ORD044353,2022-02-14,Better price elsewhere,Approved,5986.71,Refund
RET02428,ORD048800,2023-07-14,Size not fitting,Pending,935.37,Refund
RET02429,ORD035286,2022-08-07,Better price elsewhere,Pending,104887.29,Store Credit
RET02430,ORD042262,2022-11-14,Defective product,Approved,2976.18,Refund
RET02431,ORD009983,2023-12-18,Damaged packaging,Approved,2298.22,Exchange
RET02432,ORD042311,2022-03-15,Damaged packaging,Pending,156.54,Exchange
RET02433,ORD023960,2022-10-30,Changed mind,Approved,3117.46,Exchange
RET02434,ORD003676,2023-05-11,Better price elsewhere,Approved,439.24,Refund
RET02435,ORD012800,2023-04-10,Defective product,Approved,1780.96,Exchange
RET02436,ORD013958,2022-05-30,Late delivery,Pending,16265.06,Exchange
RET02437,ORD001052,2022-12-17,Size not fitting,Rejected,30693.24,Store Credit
RET02438,ORD010348,2022-02-09,Defective product,Approved,1266.29,Exchange
RET02439,ORD033297,2022-03-02,Size not fitting,Pending,28527.1,Exchange
RET02440,ORD004745,2022-03-13,Late delivery,Approved,204.5,Refund
RET02441,ORD012977,2023-02-03,Size not fitting,Approved,21520.95,Refund
RET02442,ORD036618,2023-06-03,Changed mind,Pending,15158.78,Refund
RET02443,ORD038062,2023-07-09,Better price elsewhere,Rejected,15043.87,Exchange
RET02444,ORD014969,2023-07-12,Defective product,Rejected,21717.52,Exchange
RET02445,ORD033213,2022-06-22,Changed mind,Approved,2795.31,Store Credit
RET02446,ORD038283,2023-08-18,Better price elsewhere,Rejected,22868.53,Refund
RET02447,ORD010293,2022-10-28,Changed mind,Pending,282.79,Refund
RET02448,ORD036079,2022-06-24,Wrong item delivered,Approved,7568.41,Refund
RET02449,ORD039040,2023-11-15,Size not fitting,Approved,31404.41,Exchange
RET02450,ORD038385,2023-03-01,Wrong item delivered,Rejected,24310.17,Exchange
RET02451,ORD001053,2022-08-15,Late delivery,Approved,680.37,Refund
RET02452,ORD019166,2023-02-01,Better price elsewhere,Rejected,2682.47,Refund
RET02453,ORD009097,2023-01-22,Better price elsewhere,Rejected,16172.35,Exchange
RET02454,ORD034959,2022-12-15,Defective product,Pending,218583.75,Exchange
RET02455,ORD007955,2022-03-01,Size not fitting,Pending,13827.28,Refund
RET02456,ORD009263,2022-04-30,Better price elsewhere,Rejected,69926.17,Store Credit
RET02457,ORD020227,2023-05-01,Changed mind,Rejected,12011.65,Exchange
RET02458,ORD020677,2022-09-22,Changed mind,Rejected,1813.13,Store Credit
RET02459,ORD010362,2024-01-02,Better price elsewhere,Approved,36453.82,Exchange
RET02460,ORD016388,2023-04-08,Changed mind,Approved,7178.93,Store Credit
RET02461,ORD017894,2023-04-13,Wrong item delivered,Approved,2240.21,Refund
RET02462,ORD007080,2023-09-19,Better price elsewhere,Approved,41444.89,Exchange
RET02463,ORD036366,2022-01-30,Wrong item delivered,Pending,22410.9,Store Credit
RET02464,ORD010014,2022-10-21,Better price elsewhere,Approved,102341.2,Exchange
RET02465,ORD046126,2022-06-11,Size not fitting,Approved,1579.08,Exchange
RET02466,ORD042167,2022-12-05,Late delivery,Approved,6129.07,Store Credit
RET02467,ORD010578,2022-02-24,Damaged packaging,Approved,6094.58,Refund
RET02468,ORD040889,2022-10-04,Wrong item delivered,Pending,15514.9,Refund
RET02469,ORD018019,2022-04-26,Wrong item delivered,Approved,27052.77,Exchange
RET02470,ORD013589,2023-06-03,Late delivery,Approved,269.0,Refund
RET02471,ORD024118,2023-04-01,Size not fitting,Rejected,8550.57,Exchange
RET02472,ORD020380,2023-08-13,Defective product,Approved,9536.35,Store Credit
RET02473,ORD024435,2022-03-09,Better price elsewhere,Pending,12089.68,Store Credit
RET02474,ORD010245,2023-04-16,Wrong item delivered,Approved,110317.65,Refund
RET02475,ORD043364,2022-03-21,Damaged packaging,Rejected,3800.67,Exchange
RET02476,ORD016123,2023-11-02,Defective product,Approved,17821.38,Refund
RET02477,ORD048837,2023-04-04,Late delivery,Rejected,2685.93,Store Credit
RET02478,ORD003531,2022-11-21,Better price elsewhere,Approved,5575.28,Store Credit
RET02479,ORD031480,2022-04-03,Changed mind,Rejected,1468.76,Exchange
RET02480,ORD012414,2023-01-27,Late delivery,Approved,2381.3,Refund
RET02481,ORD020391,2022-11-22,Better price elsewhere,Approved,22914.51,Refund
RET02482,ORD017681,2023-12-28,Better price elsewhere,Approved,290404.91,Refund
RET02483,ORD001015,2022-07-14,Damaged packaging,Pending,6754.93,Refund
RET02484,ORD033411,2022-08-01,Damaged packaging,Approved,38132.18,Store Credit
RET02485,ORD017514,2023-04-24,Size not fitting,Approved,5532.18,Refund
RET02486,ORD022510,2023-10-04,Defective product,Pending,2368.26,Exchange
RET02487,ORD004079,2023-09-15,Defective product,Approved,40309.07,Store Credit
RET02488,ORD008878,2023-02-25,Better price elsewhere,Approved,1757.22,Store Credit
RET02489,ORD048553,2023-01-03,Damaged packaging,Approved,2381.56,Exchange
RET02490,ORD039606,2023-12-16,Defective product,Approved,6170.31,Store Credit
RET02491,ORD041979,2023-01-15,Changed mind,Approved,63267.93,Exchange
RET02492,ORD041762,2022-03-16,Late delivery,Rejected,7188.88,Store Credit
RET02493,ORD010651,2022-12-26,Late delivery,Pending,9222.62,Refund
RET02494,ORD036507,2023-06-14,Wrong item delivered,Rejected,221.77,Exchange
RET02495,ORD002617,2022-12-16,Better price elsewhere,Approved,2592.1,Store Credit
RET02496,ORD034311,2023-11-09,Size not fitting,Approved,13200.62,Exchange
RET02497,ORD046625,2022-08-30,Wrong item delivered,Rejected,28960.34,Refund
RET02498,ORD009423,2022-09-08,Damaged packaging,Pending,28078.57,Store Credit
RET02499,ORD000430,2023-08-19,Defective product,Rejected,2455.08,Store Credit
RET02500,ORD017897,2023-09-06,Defective product,Approved,3675.75,Refund
RET02501,ORD028898,2023-09-05,Damaged packaging,Rejected,340.17,Refund
RET02502,ORD002241,2023-12-12,Size not fitting,Approved,159377.71,Refund
RET02503,ORD027435,2022-07-25,Defective product,Pending,96066.74,Exchange
RET02504,ORD038235,2022-09-03,Late delivery,Approved,8793.72,Exchange
RET02505,ORD035700,2022-09-10,Damaged packaging,Approved,14598.64,Store Credit
RET02506,ORD027280,2023-05-08,Late delivery,Rejected,93589.87,Refund
RET02507,ORD002535,2023-03-22,Size not fitting,Rejected,7861.57,Store Credit
RET02508,ORD004451,2022-11-02,Changed mind,Rejected,68290.81,Refund
RET02509,ORD033712,2023-12-18,Late delivery,Pending,13320.42,Exchange
RET02510,ORD043868,2022-07-03,Better price elsewhere,Approved,22947.06,Store Credit
RET02511,ORD037687,2023-03-22,Defective product,Approved,258368.45,Exchange
RET02512,ORD041838,2022-09-28,Size not fitting,Approved,16493.49,Exchange
RET02513,ORD016797,2022-05-06,Size not fitting,Approved,40825.53,Refund
RET02514,ORD015264,2022-08-11,Defective product,Rejected,12156.21,Refund
RET02515,ORD016059,2022-12-14,Damaged packaging,Approved,5546.07,Store Credit
RET02516,ORD045902,2023-05-23,Changed mind,Rejected,59629.79,Refund
RET02517,ORD014895,2023-08-19,Late delivery,Rejected,15962.57,Exchange
RET02518,ORD025365,2022-01-25,Defective product,Rejected,669.92,Exchange
RET02519,ORD039599,2024-01-02,Changed mind,Approved,7999.99,Refund
RET02520,ORD037931,2023-03-03,Damaged packaging,Rejected,9999.77,Store Credit
RET02521,ORD019232,2023-05-11,Late delivery,Pending,12289.26,Refund
RET02522,ORD013077,2022-08-27,Defective product,Approved,3451.98,Exchange
RET02523,ORD017842,2022-09-01,Better price elsewhere,Pending,1926.62,Exchange
RET02524,ORD028553,2023-06-05,Size not fitting,Pending,22691.98,Exchange
RET02525,ORD005483,2023-01-01,Late delivery,Approved,38662.29,Exchange
RET02526,ORD034712,2022-11-23,Better price elsewhere,Pending,4270.67,Store Credit
RET02527,ORD016669,2022-09-17,Damaged packaging,Approved,43569.72,Refund
RET02528,ORD026365,2023-08-06,Wrong item delivered,Approved,4707.05,Refund
RET02529,ORD049945,2022-08-17,Size not fitting,Pending,2676.03,Exchange
RET02530,ORD009987,2022-06-25,Defective product,Approved,3346.35,Exchange
RET02531,ORD029696,2022-01-31,Damaged packaging,Pending,43322.88,Store Credit
RET02532,ORD006353,2024-01-09,Size not fitting,Rejected,3795.11,Exchange
RET02533,ORD018703,2023-01-11,Defective product,Pending,2057.59,Store Credit
RET02534,ORD049230,2022-12-05,Damaged packaging,Approved,9734.89,Store Credit
RET02535,ORD025342,2022-08-02,Late delivery,Rejected,145351.15,Store Credit
RET02536,ORD035120,2023-01-07,Changed mind,Rejected,26290.86,Exchange
RET02537,ORD012818,2023-10-03,Changed mind,Rejected,59047.51,Refund
RET02538,ORD017835,2022-09-13,Late delivery,Rejected,35466.9,Store Credit
RET02539,ORD035560,2023-06-19,Damaged packaging,Rejected,10547.76,Exchange
RET02540,ORD000660,2023-02-08,Late delivery,Approved,856.03,Exchange
RET02541,ORD033343,2022-08-19,Better price elsewhere,Pending,13603.17,Store Credit
RET02542,ORD048761,2023-04-09,Size not fitting,Approved,1205.53,Refund
RET02543,ORD025274,2023-01-08,Defective product,Approved,1011.52,Exchange
RET02544,ORD026496,2023-08-11,Damaged packaging,Approved,6944.98,Exchange
RET02545,ORD038122,2022-05-09,Better price elsewhere,Pending,205425.01,Refund
RET02546,ORD041629,2022-11-30,Late delivery,Approved,24281.24,Refund
RET02547,ORD009102,2023-10-10,Better price elsewhere,Approved,396.18,Exchange
RET02548,ORD017772,2022-02-03,Late delivery,Approved,740.83,Store Credit
RET02549,ORD012201,2022-03-09,Damaged packaging,Pending,20239.42,Refund
RET02550,ORD018056,2023-04-15,Changed mind,Pending,27178.68,Exchange
RET02551,ORD011585,2023-07-03,Defective product,Rejected,2270.3,Store Credit
RET02552,ORD018510,2022-08-30,Better price elsewhere,Rejected,8463.5,Refund
RET02553,ORD048953,2022-09-13,Size not fitting,Rejected,8557.09,Exchange
RET02554,ORD040118,2022-05-22,Size not fitting,Rejected,102848.66,Store Credit
RET02555,ORD022611,2023-05-26,Wrong item delivered,Approved,7184.73,Refund
RET02556,ORD024123,2023-11-29,Late delivery,Rejected,92270.73,Refund
RET02557,ORD045540,2022-08-02,Damaged packaging,Approved,156.37,Exchange
RET02558,ORD027112,2022-06-03,Late delivery,Approved,10132.7,Exchange
RET02559,ORD018405,2023-01-23,Better price elsewhere,Pending,2798.64,Exchange
RET02560,ORD049406,2022-07-19,Wrong item delivered,Approved,8949.1,Store Credit
RET02561,ORD009597,2023-05-18,Size not fitting,Approved,38127.15,Refund
RET02562,ORD020358,2022-09-07,Damaged packaging,Rejected,33830.66,Exchange
RET02563,ORD039804,2022-08-22,Late delivery,Pending,3746.06,Store Credit
RET02564,ORD040816,2022-12-07,Late delivery,Rejected,21995.49,Exchange
RET02565,ORD042478,2023-01-28,Wrong item delivered,Approved,105723.55,Refund
RET02566,ORD008665,2023-01-08,Late delivery,Pending,176.96,Store Credit
RET02567,ORD045649,2022-04-22,Defective product,Pending,159407.6,Refund
RET02568,ORD026865,2022-04-11,Damaged packaging,Rejected,6302.05,Store Credit
RET02569,ORD044559,2023-09-27,Late delivery,Rejected,1398.78,Exchange
RET02570,ORD024304,2023-09-15,Wrong item delivered,Pending,9995.8,Exchange
RET02571,ORD024042,2023-06-05,Damaged packaging,Pending,6562.96,Store Credit
RET02572,ORD020749,2023-06-28,Defective product,Approved,13985.02,Store Credit
RET02573,ORD046291,2022-05-10,Late delivery,Pending,3917.85,Exchange
RET02574,ORD011243,2023-04-21,Changed mind,Pending,34377.82,Refund
RET02575,ORD020532,2022-08-14,Wrong item delivered,Pending,2887.32,Refund
RET02576,ORD020642,2023-09-04,Better price elsewhere,Approved,2453.53,Exchange
RET02577,ORD034758,2022-12-24,Damaged packaging,Rejected,8200.67,Refund
RET02578,ORD045564,2022-07-28,Size not fitting,Approved,71715.59,Exchange
RET02579,ORD045896,2023-11-18,Damaged packaging,Approved,3428.84,Store Credit
RET02580,ORD010541,2022-04-17,Changed mind,Approved,438.67,Store Credit
RET02581,ORD015323,2022-09-26,Better price elsewhere,Pending,4883.34,Exchange
RET02582,ORD014105,2023-01-24,Size not fitting,Rejected,6318.77,Store Credit
RET02583,ORD007211,2022-04-28,Defective product,Rejected,2048.81,Store Credit
RET02584,ORD035462,2022-12-02,Size not fitting,Pending,1642.32,Store Credit
RET02585,ORD000271,2022-10-20,Late delivery,Approved,645.54,Store Credit
RET02586,ORD005245,2023-06-11,Better price elsewhere,Approved,3048.56,Store Credit
RET02587,ORD013523,2023-01-08,Size not fitting,Pending,14393.74,Exchange
RET02588,ORD035436,2022-07-05,Late delivery,Rejected,3379.69,Store Credit
RET02589,ORD036253,2022-05-17,Size not fitting,Pending,1427.06,Store Credit
RET02590,ORD020627,2022-08-21,Late delivery,Approved,21285.37,Exchange
RET02591,ORD048683,2023-02-21,Wrong item delivered,Rejected,16146.61,Exchange
RET02592,ORD014695,2022-08-26,Defective product,Approved,178.1,Exchange
RET02593,ORD037775,2023-10-22,Better price elsewhere,Pending,96352.83,Exchange
RET02594,ORD006163,2023-01-27,Late delivery,Pending,10242.28,Exchange
RET02595,ORD039584,2024-01-10,Late delivery,Pending,18607.48,Store Credit
RET02596,ORD048996,2023-03-01,Wrong item delivered,Approved,1701.14,Exchange
RET02597,ORD048525,2023-09-28,Size not fitting,Rejected,326.09,Exchange
RET02598,ORD028855,2023-11-23,Better price elsewhere,Approved,2787.5,Exchange
RET02599,ORD019292,2023-12-31,Defective product,Pending,30271.74,Refund
RET02600,ORD046878,2022-07-30,Defective product,Approved,8627.63,Refund
RET02601,ORD033493,2022-12-14,Late delivery,Rejected,36512.46,Store Credit
RET02602,ORD026856,2023-09-01,Size not fitting,Rejected,24469.65,Refund
RET02603,ORD046127,2023-02-28,Defective product,Approved,57454.13,Refund
RET02604,ORD032485,2023-04-30,Late delivery,Pending,31946.55,Store Credit
RET02605,ORD048181,2022-03-30,Damaged packaging,Pending,10635.86,Refund
RET02606,ORD029642,2022-10-05,Late delivery,Approved,4463.94,Exchange
RET02607,ORD047298,2022-07-21,Damaged packaging,Approved,1688.1,Refund
RET02608,ORD011135,2024-01-19,Size not fitting,Pending,3347.63,Store Credit
RET02609,ORD015677,2023-08-02,Better price elsewhere,Approved,3714.11,Refund
RET02610,ORD006351,2023-12-07,Late delivery,Pending,1985.03,Refund
RET02611,ORD039066,2022-11-01,Late delivery,Rejected,11509.69,Refund
RET02612,ORD046626,2022-09-01,Wrong item delivered,Approved,1499.61,Exchange
RET02613,ORD016990,2022-03-07,Changed mind,Approved,1750.43,Refund
RET02614,ORD049808,2023-12-05,Damaged packaging,Rejected,31824.88,Refund
RET02615,ORD016015,2023-11-14,Defective product,Approved,86.56,Refund
RET02616,ORD033163,2023-10-10,Better price elsewhere,Approved,11536.83,Refund
RET02617,ORD043125,2023-01-23,Wrong item delivered,Pending,37448.99,Refund
RET02618,ORD043713,2023-05-05,Damaged packaging,Rejected,61199.74,Exchange
RET02619,ORD024025,2023-12-15,Changed mind,Rejected,14704.24,Store Credit
RET02620,ORD032787,2022-09-17,Better price elsewhere,Rejected,2169.05,Exchange
RET02621,ORD017877,2023-02-09,Defective product,Pending,14582.33,Store Credit
RET02622,ORD009184,2023-10-27,Wrong item delivered,Rejected,357.63,Refund
RET02623,ORD024751,2023-11-28,Better price elsewhere,Pending,68888.04,Refund
RET02624,ORD012963,2022-05-04,Size not fitting,Approved,9677.97,Refund
RET02625,ORD008430,2022-02-28,Size not fitting,Approved,1822.02,Store Credit
RET02626,ORD025525,2023-10-14,Size not fitting,Approved,18491.07,Store Credit
RET02627,ORD035715,2022-06-07,Changed mind,Approved,7196.5,Refund
RET02628,ORD018194,2023-02-01,Better price elsewhere,Pending,10550.19,Exchange
RET02629,ORD019276,2022-10-23,Late delivery,Rejected,19596.21,Exchange
RET02630,ORD040712,2022-04-17,Wrong item delivered,Approved,5513.96,Exchange
RET02631,ORD009932,2023-07-03,Late delivery,Approved,1213.73,Refund
RET02632,ORD036442,2023-07-11,Defective product,Pending,25159.88,Refund
RET02633,ORD021649,2022-11-29,Damaged packaging,Approved,3402.49,Store Credit
RET02634,ORD003842,2022-03-24,Late delivery,Approved,33401.81,Exchange
RET02635,ORD018556,2022-12-24,Size not fitting,Pending,6342.25,Exchange
RET02636,ORD043603,2022-08-26,Damaged packaging,Approved,10906.5,Exchange
RET02637,ORD023858,2022-12-09,Late delivery,Approved,42435.14,Exchange
RET02638,ORD029711,2023-04-15,Late delivery,Approved,5441.18,Refund
RET02639,ORD027604,2022-08-06,Size not fitting,Approved,3725.89,Store Credit
RET02640,ORD049349,2022-07-10,Late delivery,Approved,26081.9,Exchange
RET02641,ORD009300,2023-08-30,Better price elsewhere,Approved,388.66,Refund
RET02642,ORD021180,2022-12-04,Defective product,Approved,996.7,Exchange
RET02643,ORD002512,2022-09-23,Size not fitting,Approved,1718.95,Store Credit
RET02644,ORD033285,2022-05-05,Wrong item delivered,Rejected,68238.6,Exchange
RET02645,ORD023805,2023-07-20,Changed mind,Approved,4371.31,Exchange
RET02646,ORD000900,2022-12-25,Changed mind,Approved,49341.6,Exchange
RET02647,ORD046645,2023-02-28,Better price elsewhere,Approved,9819.6,Exchange
RET02648,ORD029920,2023-12-26,Wrong item delivered,Pending,3057.18,Store Credit
RET02649,ORD049357,2022-03-25,Better price elsewhere,Approved,3279.81,Store Credit
RET02650,ORD030862,2023-05-19,Changed mind,Rejected,5048.86,Exchange
RET02651,ORD036922,2022-04-04,Wrong item delivered,Approved,29213.55,Exchange
RET02652,ORD004973,2023-01-25,Defective product,Rejected,35808.57,Store Credit
RET02653,ORD041704,2023-10-09,Changed mind,Rejected,61963.0,Exchange
RET02654,ORD027927,2023-04-07,Wrong item delivered,Approved,60364.54,Refund
RET02655,ORD048018,2023-08-15,Damaged packaging,Pending,70058.29,Store Credit
RET02656,ORD006934,2023-01-06,Defective product,Rejected,7633.09,Exchange
